oar_term,n_phrase_match,matched_phrases
unclear_color_value_meaning,55,axis meaning | black color | black-to-white/color gradient | blue color | clear color uses
many_legend_categories,23,amount of / too many colors | explanatory legend | intense/too many colors | lack of legend | lack of/not enough axis labels/legend/annotations/context
too_many_numbers,23,ambiguous numbers | amount of / too many colors | amount of words/context/numbers | axis numbers | intense/too many colors
easy_to_identify_elements,22,dense points/lines/shapes/elements | description easy to read | easy to derive meaning | easy to focus/follow | easy to identify/extract/find features
overlapping_shape_complexity,22,colored shape | dense/cluttered shape | hard to read shape | overall shape | overlapping shapes/colors/lines
complex_irregular_shape,22,colored shape | complex design | dense/cluttered shape | hard to read shape | irregular
unclear_semantic_meaning,22,axis meaning | different word meaning | distracting/confusing/unclear | easy to derive meaning | label meaning
high_shape_variety,22,color variety/arrangement/distribution | colored shape | dense/cluttered shape | distinguishable color variety/arrangement/distribution | hard to read shape
red_green_meaning_unclear,22,axis meaning | different word meaning | distracting/confusing/unclear | easy to derive meaning | label meaning
excessive_shape_variety,22,color variety/arrangement/distribution | colored shape | dense/cluttered shape | distinguishable color variety/arrangement/distribution | hard to read shape
hard_to_distinguish_points,22,dense points/lines/shapes/elements | easier to compare/discern/distinguish | few points/lines/shapes/elements | hard to compare/discern/distinguish | hard to describe
legend_adds_elements,22,dense points/lines/shapes/elements | explanatory legend | few points/lines/shapes/elements | lack of legend | lack of/not enough axis labels/legend/annotations/context
single_shape_type,22,colored shape | dense/cluttered shape | hard to read shape | overall shape | shape
unclear_meaning,22,axis meaning | different word meaning | distracting/confusing/unclear | easy to derive meaning | label meaning
meaning_unclear,22,axis meaning | different word meaning | distracting/confusing/unclear | easy to derive meaning | label meaning
meaning_unclear_to_viewer,22,axis meaning | different word meaning | distracting/confusing/unclear | easy to derive meaning | label meaning
fewer_data_points,22,clustered data/info | data intersection | data trend | dense points/lines/shapes/elements | dense/cluttered data/info
hard_to_understand,22,attention/squinting to understand | easier to interpret/read/understand | easy to interpret/read/understand | easy to understand | hard to compare/discern/distinguish
hard_to_quickly_understand,22,attention/squinting to understand | easier to interpret/read/understand | easy to interpret/read/understand | easy to understand | hard to compare/discern/distinguish
lines_cross_each_other,21,bars as individual lines | curved lines | dense points/lines/shapes/elements | few lines | few points/lines/shapes/elements
overlapping_lines_present,21,bars as individual lines | curved lines | dense points/lines/shapes/elements | few lines | few points/lines/shapes/elements
varied_shape_types,21,colored shape | dense/cluttered shape | hard to read shape | overall shape | shape
complex_overall_shape,21,colored shape | complex design | dense/cluttered shape | hard to read shape | overall shape
easy_to_read,21,description easy to read | easier to interpret/read/understand | easier to read | easy to derive meaning | easy to focus/follow
uneven_irregular_shape,21,colored shape | dense/cluttered shape | hard to read shape | irregular | overall shape
wavy_irregular_shape,21,colored shape | dense/cluttered shape | hard to read shape | irregular | overall shape
visual_elements_relatively_simple,21,dense points/lines/shapes/elements | few points/lines/shapes/elements | less organized elements | less simple | many points/lines/shapes/elements
familiar_geographic_shape,21,colored shape | dense/cluttered shape | familiar representation | hard to read shape | overall shape
absent_grid_lines,21,bars as individual lines | curved lines | dense points/lines/shapes/elements | few lines | few points/lines/shapes/elements
high_shape_quantity,21,colored shape | dense/cluttered shape | hard to read shape | line quantity representation | overall shape
only_four_data_points,21,clustered data/info | data intersection | data trend | dense points/lines/shapes/elements | dense/cluttered data/info
many_words_present,21,amount of / too many colors | amount of words/context/numbers | highlighted words | intense/too many colors | many legend categories
numerous_data_points,21,clustered data/info | data intersection | data trend | dense points/lines/shapes/elements | dense/cluttered data/info
easy_to_read_glance,21,description easy to read | easier to interpret/read/understand | easier to read | easy to derive meaning | easy to focus/follow
axis_numbers_present,21,ambiguous numbers | amount of words/context/numbers | axis meaning | axis numbers | axis scales
two_lines_present,21,bars as individual lines | curved lines | dense points/lines/shapes/elements | few lines | few points/lines/shapes/elements
