imageName,VisType,Topics,humanCuratedPhrases,finalPhrases
InfoVisJ.2251.6.png,Schematic,Visual Encoding Clarity; Immediacy / Cognitive Load,similar shapes; more difficult to interpret/read/understand/differentiate,easy/hard to interpret; shapes and lines
VASTC.91.5.png,Text,"Visual Encoding Clarity; Color, Symbol, and Texture Details",shapes; color variety/arrangement/distribution,color variety/shading; shapes and lines
economist_daily_chart_208.png,Point,"Visual Encoding Clarity; Semantics / Text Legibility; Color, Symbol, and Texture Details",shapes; amount of words/context/numbers; word/text/sentence; color variety/arrangement/distribution,amount of words/context/numbers; color variety/shading; shapes and lines
VASTC.3.3.png,Grid,"Visual Encoding Clarity; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",similar box sizes; soft/layered/overlapping colors; more difficult to compare/discern/distinguish,easy/hard to interpret; shapes and lines; soft/layered/overlapping colors
InfoVisC.65.4.png,Node-link,Visual Encoding Clarity; Immediacy / Cognitive Load,shapes and lines; hard to interpret/read/understand/differentiate,easy/hard to interpret; shapes and lines
v485_n7397_5_f1.png,Point,Semantics / Text Legibility; Schema; Aesthetics Uncertainty,small; unfamiliar concepts/patterns; distracting/confusing/unclear,"distracting/confusing/unclear; domain-specific concepts (e.g., chemical, biology, map); word rotation/small font size"
InfoVisJ.1558.9(2).png,Glyph,Visual Encoding Clarity; Aesthetics Uncertainty; Immediacy / Cognitive Load,shape variety; irregular; more difficult to interpret/read/understand/differentiate,distracting/confusing/unclear; easy/hard to interpret; shapes and lines
InfoVisJ.451.5.png,Grid,Visual Encoding Clarity,line thickness variation; shape size variation,shapes and lines
VisJ.1329.5(3).png,Glyph,"Visual Encoding Clarity; Schema; Color, Symbol, and Texture Details",unclear shape; unfamiliar concepts/patterns; unclear color meaning,"color contrast/clarity; domain-specific concepts (e.g., chemical, biology, map); shapes and lines"
InfoVisC.24.8(1).png,Area,Semantics / Text Legibility; Schema,value representation; clear title/axis/label,2D/3D; labels/axes/legends
VASTJ.1763.9.png,Area and Text,Visual Encoding Clarity; Schema,length; value and graphic alignment,2D/3D; shapes and lines
SciVisJ.921.6.png,Schematic,Schema; Aesthetics Uncertainty; Immediacy / Cognitive Load,misaligned; distracting/confusing/unclear; not interpretable/readable/understandable,2D/3D; distracting/confusing/unclear; easy/hard to interpret
VisJ.1329.1(4).png,Glyph,Immediacy / Cognitive Load,unclear movement; unclear shape meaning,unclear meaning/confusing
SciVisJ.877.8(2).png,Glyph,Schema,"domain-specific concepts (e.g., chemical, biology, map); familiar representation","domain-specific concepts (e.g., chemical, biology, map)"
VisJ.1499.2.png,Glyph,Aesthetics Uncertainty,visual clarity/appealing,distracting/confusing/unclear
VASTJ.120.3(6).png,Grid,"Color, Symbol, and Texture Details",color scale/scheme,color variety/shading
InfoVisJ.2412.7.png,Schematic,"Color, Symbol, and Texture Details",symbols,symbols
v486_n7401_7_f1.png,Point,Data Density / Image Clutter; Schema,"little data/info; more detailed/things; a specific domain; a specific technique; domain-specific concepts (e.g., chemical, biology, map)","domain-specific concepts (e.g., chemical, biology, map); much/little data/info"
InfoVisJ.621.2.png,Text,Data Density / Image Clutter; Semantics / Text Legibility,many points/lines/shapes/elements; -; title/axis/label/descriptions,labels/axes/legends; more charts/points/lines/shapes/elements
VisC.297.4.png,Grid,"Data Density / Image Clutter; Visual Encoding Clarity; Schema; Color, Symbol, and Texture Details",multiple features/elements/graphs; shape; value and graphic alignment; black-to-white/color gradient,2D/3D; color variety/shading; more charts/points/lines/shapes/elements; shapes and lines
VisC.61.10(2).png,Node-link,Immediacy / Cognitive Load,easy to interpret/read/understand,easy/hard to interpret
InfoVisC.103.4.png,Node-link,Immediacy / Cognitive Load,easy to interpret/read/understand,easy/hard to interpret
whoO10_2.png,Area,Schema,"domain-specific concepts (e.g., chemical, biology, map)","domain-specific concepts (e.g., chemical, biology, map)"
SciVisJ.857.8(3).png,Cont.-ColorPatn,"Schema; Color, Symbol, and Texture Details","domain-specific concepts (e.g., chemical, biology, map); unclear colormaps","color contrast/clarity; domain-specific concepts (e.g., chemical, biology, map)"
VASTJ.1374.4.png,Bar,Schema,familiar representation,"domain-specific concepts (e.g., chemical, biology, map)"
wsj533.png,Point,Semantics / Text Legibility; Aesthetics Uncertainty,clear and concise; easier to read,distracting/confusing/unclear; word rotation/small font size
InfoVisJ.1137.1.png,Text,Semantics / Text Legibility; Immediacy / Cognitive Load,clear title/axis/label; easy to understand,easy/hard to interpret; labels/axes/legends
wsj340.png,Bar,"Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load","description; title/axis/label/descriptions; a specific technique, e.g., bar, pie, circle; good color contrast/separation/segmentation; easy to interpret/read/understand","color contrast/clarity; domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret; labels/axes/legends; word rotation/small font size"
whoQ50_2.png,Bar,Immediacy / Cognitive Load,easy to read,easy/hard to interpret
SciVisJ.645.3.png,Node-link,Immediacy / Cognitive Load,fast readability,easy/hard to interpret
InfoVisJ.2412.16(2).png,Text,"Semantics / Text Legibility; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",word frequency; monochrome; easy to interpret/read/understand,amount of words/context/numbers; easy/hard to interpret; monochrome
InfoVisJ.621.8.png,Text,Semantics / Text Legibility; Schema; Immediacy / Cognitive Load,"word/text/sentence; domain-specific concepts (e.g., chemical, biology, map); familiar representation; easy to interpret/read/understand","amount of words/context/numbers; domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret"
InfoVisJ.1161.6.png,Point,Schema,2D/3D,2D/3D
wsj511.png,Area,Visual Encoding Clarity; Immediacy / Cognitive Load,clear colors/shapes; easy to interpret/read/understand,clear colors/shapes; easy/hard to interpret
InfoVisJ.2576.2.png,Glyph,Semantics / Text Legibility; Schema; Aesthetics Uncertainty,clear delineation; more title/axis/label; familiar representation,"distracting/confusing/unclear; domain-specific concepts (e.g., chemical, biology, map); labels/axes/legends"
VisC.87.8.png,Line,"Visual Encoding Clarity; Semantics / Text Legibility; Color, Symbol, and Texture Details",few lines; axis scales; lack of/not enough axis labels/legend/annotations/context; no measurement/metric/axis; striped texture,labels/axes/legends; shapes and lines; symbols
VisC.373.3.png,Schematic,Visual Encoding Clarity,random-like shapes,random-like shapes
wsj299.png,Bar,"Color, Symbol, and Texture Details; Immediacy / Cognitive Load",more colors; more to read/analyze/understand,color variety/shading; take longer to interpret
SciVisJ.822.18.png,Grid,Semantics / Text Legibility; Immediacy / Cognitive Load,readability; easy to interpret/read/understand,easy/hard to interpret; word rotation/small font size
SciVisJ.867.7.png,Glyph,Semantics / Text Legibility; Immediacy / Cognitive Load,amount of words/context/numbers; easier to interpret/read/understand; easy to interpret/read/understand; more reading/interpretation/understanding,amount of words/context/numbers; easy/hard to interpret; take longer to interpret
v483_n7390_1_f2.png,Line,"Color, Symbol, and Texture Details",color variety/arrangement/distribution,color variety/shading
SciVisJ.975.7.png,Cont.-ColorPatn,Aesthetics Uncertainty,distracting/confusing/unclear,distracting/confusing/unclear
economist_daily_chart_372.png,Point,"Color, Symbol, and Texture Details; Aesthetics Uncertainty",amount of / too many colors; looks random/messy/lack structure,color variety/shading; distracting/confusing/unclear
InfoVisJ.599.10(2).png,Point,"Color, Symbol, and Texture Details",amount of / too many colors,color variety/shading
InfoVisJ.2271.3.png,Text,"Color, Symbol, and Texture Details",soft/layered/overlapping colors,soft/layered/overlapping colors
MorphableWordClouds11.png,Text,Immediacy / Cognitive Load,provokes thought and understanding,take longer to interpret
MorphableWordClouds7.png,Text,Immediacy / Cognitive Load,more complicated; more intricate,easy/hard to interpret
VASTJ.1612.1(4).png,Text,"Semantics / Text Legibility; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",word rotation/small font size; unclear color meaning; hard to interpret/read/understand; less intuitive,color contrast/clarity; easy/hard to interpret; word rotation/small font size
vis216.png,Node-link,Semantics / Text Legibility,text and imagery,amount of words/context/numbers
whoB17_1.png,Bar,Immediacy / Cognitive Load,more reading/interpretation/understanding,take longer to interpret
SciVisJ.2664.2.png,Glyph,"Color, Symbol, and Texture Details; Immediacy / Cognitive Load",not enough knowledge to tell; color represents groups,color variety/shading; take longer to interpret
VASTJ.51.7.png,Point,Immediacy / Cognitive Load,intuitive; more effort/reading/detailed analysis; take longer to interpret,easy/hard to interpret; take longer to interpret
wsj200.png,Point,Immediacy / Cognitive Load,more reading/interpretation/understanding; more to read/analyze/understand; take longer to interpret,take longer to interpret
InfoVisJ.2546.10.png,Text,Semantics / Text Legibility; Immediacy / Cognitive Load,amount of words/context/numbers; easier to interpret/read/understand; easy to interpret/read/understand; more reading/interpretation/understanding,amount of words/context/numbers; easy/hard to interpret; take longer to interpret
VASTJ.1448.5(2).png,Node-link,Immediacy / Cognitive Load,more complicated,easy/hard to interpret
vis673.png,Node-link,Immediacy / Cognitive Load,intuitive,easy/hard to interpret
