imageName,VisType,rawUserComments,originalPhrases,originalSentiments,n_obj,n_attr,n_rel,objects,attributes,relationships
economist_daily_chart_124.png,Area,"More colours and text to interpret; The other purely incorporates the use of color; The left has more words for the regions, lots of regions, and a key with color coding.; a map and the legend in the bottom left gives away what the image is about.; i assumed the country shapes weren't that much more complex than dots.; The left image feels more cluttered and has a lot of words, different colours, and a legend explaining the purpose and all the different colours. The reason the map makes more sense is due to the legend; without it, the left image would have far more clutter and is less clear at a glance.; -variation in colours / shades -spatial organization -amount of words describing data; Lots of words and colors, many categories in the legend; a continent with countries im already familiar wiht; Image 2 is more detailed. Image 2 is easily understandable. Image 2 can easily be remembered.; a map of Africa — my gut reaction was that I recognized the map but had no idea what the colors represented.; color, pattern, nonlinearity, geo-map; range and contrast of colours; 1. It looks easier to understand 2. Few details 3. I am certain i can understand it more quickly",a map; legend; range and contrast of colors; lots of regions; more words; a key with color coding; nonlinearity; geo-map; more cluttered; a legend; a lot of words; different colors; less clear at a glance; a continent with countries; familiar with; more detailed; can easily be remembered; easily understandable; Few details; can understand more quickly; easier to understand; map of Africa; recognized the map; no idea what the colors represent; More colors; text; lotd of words; many categories in the legend; lots of colors; amount of words describing data; spatial organization; variation in colors / shades; country shapes; country; use of color,(-); (+); (-); (+); (+); (+); (+); (+); (+); (+); (+); (-); (+); (-); (-); (-); (-); (-); (-); (-); (-); (-); (-); (-); (+); (+); (+); (+); (+); (+); (+); (+); (-); (-); (+),6,20,5,map --> whole.visualization [data_area] | countries --> structure.region [data_area] | legend --> furniture.legend [legend] | color_coding --> property.color [legend] | text_labels --> text.label [data_area] | color_scheme --> property.color [overall],geo_map_format @ map (whole.visualization) [-] | africa_map_recognized @ map (whole.visualization) [-] | familiar_spatial_form @ map (whole.visualization) [-] | spatial_organization_complex @ map (whole.visualization) [+] | more_cluttered_layout @ map (whole.visualization) [+] | less_clear_at_glance @ map (whole.visualization) [+] | lots_of_regions @ countries (structure.region) [+] | country_shapes_familiar @ countries (structure.region) [-] | continent_with_countries @ countries (structure.region) [-] | many_legend_categories @ legend (furniture.legend) [+] | legend_present @ legend (furniture.legend) [+] | color_coding_present @ color_coding (property.color) [+] | nonlinear_color_scale @ color_coding (property.color) [+] | colors_unclear_meaning @ color_coding (property.color) [-] | lots_of_words @ text_labels (text.label) [+] | amount_of_descriptive_text @ text_labels (text.label) [+] | variation_in_color_shades @ color_scheme (property.color) [+] | range_and_contrast_of_colors @ color_scheme (property.color) [-] | many_colors_used @ color_scheme (property.color) [+] | different_colors_distinguishable @ color_scheme (property.color) [-],legend(furniture.legend) --encodes_via--> color_coding(property.color) [+] | color_coding(property.color) --applied_to--> countries(structure.region) [+] | text_labels(text.label) --describes(raw:annotates)--> map(whole.visualization) [+] | color_scheme(property.color) --differentiates--> countries(structure.region) [-] | legend(furniture.legend) --increases_complexity(raw:increases_complexity_of)--> map(whole.visualization) [+]
whoK16_3.png,Area,The one I did not choose is a simple pie chart.,pie chart,(-),1,1,0,pie_chart --> whole.visualization [overall],familiar_chart_type @ pie_chart (whole.visualization) [-],
whoO10_2.png,Area,because im used to round tables like the other one,round tables,(-),1,1,0,table --> structure.grid [data_area],round_shape @ table (structure.grid) [-],
InfoVisJ.1634.6.png,Area,Both have 3 variables.,multivariate,(+),1,1,0,visualization --> whole.visualization [overall],multivariate_data_representation @ visualization (whole.visualization) [+],
VASTJ.828.7.png,Area,more graphic; no or few data; not a lot of contrast,no or few data; not a lot of contrast,(+); (+),3,2,2,chart --> whole.visualization [overall] | data_elements --> content.data [data_area] | color_scheme --> property.color [overall],few_or_no_data_points @ data_elements (content.data) [+] | low_color_contrast @ color_scheme (property.color) [+],data_elements(content.data) --contributes_to_ambiguity_in--> chart(whole.visualization) [+] | color_scheme(property.color) --reduces_distinguishability_in--> chart(whole.visualization) [+]
VASTJ.320.11.png,Area,- Almost no explanation - No graphic leyend - No axis,Almost no explanation; No axis; No graphic legend,(+); (+); (+),4,3,3,chart --> whole.visualization [overall] | axis --> furniture.axes [axes] | legend --> furniture.legend [legend] | annotation --> text.annotation [annotation],axis_absent @ axis (furniture.axes) [+] | graphic_legend_missing @ legend (furniture.legend) [+] | almost_no_explanation @ annotation (text.annotation) [+],axis(furniture.axes) --absent_from--> chart(whole.visualization) [+] | legend(furniture.legend) --absent_from--> chart(whole.visualization) [+] | annotation(text.annotation) --insufficient_context_for--> chart(whole.visualization) [+]
InfoVisJ.978.3.png,Area,It's not intuitive enough for me,not intuitive,(+),1,1,0,visualization --> whole.visualization [overall],not_intuitive_to_interpret @ visualization (whole.visualization) [+],
InfoVisJ.599.4.png,Area,Geographical maps are less complex to me,Geographical maps; less complex to me,(-); (-),1,2,1,geographical_map --> whole.visualization [data_area],familiar_map_format @ geographical_map (whole.visualization) [-] | low_perceived_complexity @ geographical_map (whole.visualization) [-],geographical_map(whole.visualization) --reduces_cognitive_load--> geographical_map(whole.visualization) [-]
whoJ48_2.png,Area,It is very clear from the map what the colours represent,colors; map,(+); (-),2,2,1,map --> whole.visualization [data_area] | colors --> property.color [data_area],familiar_map_format @ map (whole.visualization) [-] | multiple_colors_present @ colors (property.color) [+],colors(property.color) --applied_across--> map(whole.visualization) [+]
vis718.png,Area,dots,dots,(-),1,1,0,dots --> mark.point [data_area],simple_dot_marks @ dots (mark.point) [-],
InfoVisJ.1634.1.png,Area,"This image has no description, I have no idea what this is.",no description; no idea what this is,(+); (+),1,4,1,visualization --> whole.visualization [overall],no_descriptive_text @ visualization (whole.visualization) [+] | purpose_unclear @ visualization (whole.visualization) [+] | requires_domain_knowledge @ visualization (whole.visualization) [+] | high_interpretive_difficulty @ visualization (whole.visualization) [+],visualization(whole.visualization) --lacks_contextual_explanation--> visualization(whole.visualization) [+]
InfoVisC.211.8.png,Area,variety of very bright colors; segmentation of colors; text at the bottom; A map is more familiar - Explanatory legend,explanatory legend; map is familiar; segmentation of colors; variety of bright colors; text at the bottom,(-); (-); (+); (+); (+),4,5,3,legend --> furniture.legend [legend] | map --> whole.visualization [data_area] | color_segments --> mark.color_segment [data_area] | bottom_text --> text.label [annotation],explanatory_and_clear @ legend (furniture.legend) [-] | familiar_structure @ map (whole.visualization) [-] | segmented_color_regions @ color_segments (mark.color_segment) [+] | variety_of_bright_colors @ color_segments (mark.color_segment) [+] | dense_bottom_text @ bottom_text (text.label) [+],legend(furniture.legend) --simplifies(raw:reduces_complexity_of)--> color_segments(mark.color_segment) [-] | color_segments(mark.color_segment) --increases_clutter_in--> map(whole.visualization) [+] | bottom_text(text.label) --adds_cognitive_load_to--> map(whole.visualization) [+]
InfoVisJ.2072.16.png,Area,1) Lots of boxes 2) lots of text 3) lots of colors,Lots of boxes; lots of text; lots of colors,(+); (+); (+),3,3,3,boxes --> mark.shape [data_area] | text --> text.label [overall] | colors --> property.color [overall],high_quantity_boxes @ boxes (mark.shape) [+] | high_text_volume @ text (text.label) [+] | many_colors_present @ colors (property.color) [+],boxes(mark.shape) --contains--> text(text.label) [+] | boxes(mark.shape) --encoded_with--> colors(property.color) [+] | text(text.label) --increases_load_alongside--> colors(property.color) [+]
SciVisJ.700.5.png,Area,have more data,have more data,(+),1,1,0,visualization --> whole.visualization [overall],high_data_volume @ visualization (whole.visualization) [+],
InfoVisJ.881.15.png,Area,I choose that because I recognised there is more data in the right side. Also there can be more variable thats why it came to me more complex.,more data; more variables,(+); (+),3,2,2,chart --> whole.visualization [overall] | data_points --> mark.point [data_area] | variables --> content.data [axes],high_data_volume @ data_points (mark.point) [+] | multiple_variables_present @ variables (content.data) [+],data_points(mark.point) --increases_clutter_in--> chart(whole.visualization) [+] | variables(content.data) --adds_interpretive_demand_to--> chart(whole.visualization) [+]
InfoVisC.115.4.png,Area,the color and the number of different thing in the same area is so dificult to see whats about,number of things in the same area; colors in the same area; dificult to see whats about,(+); (+); (+),3,3,2,data_area --> structure.region [data_area] | color_encoding --> property.color [data_area] | chart_elements --> whole.visualization [data_area],many_elements_same_area @ chart_elements (whole.visualization) [+] | multiple_colors_same_area @ color_encoding (property.color) [+] | difficult_to_interpret_content @ data_area (structure.region) [+],chart_elements(whole.visualization) --overlaps_within--> data_area(structure.region) [+] | color_encoding(property.color) --clutters--> data_area(structure.region) [+]
vis278.png,Area,clean lines,clean lines,(-),1,1,0,chart --> whole.visualization [overall],clean_lines @ chart (whole.visualization) [-],
economist_daily_chart_110.png,Area,range of colours more physical content than the other image both text shapes and geography included red is a harsh colour compared to dark green,more physical content; text shapes and geography; dark green; range of colors; red is a harsh color,(+); (+); (-); (+); (+),6,6,3,map --> whole.visualization [data_area] | text_labels --> text.label [data_area] | geographic_shapes --> structure.region [data_area] | color_scheme --> property.color [overall] | dark_green_region --> structure.region [data_area] | red_region --> structure.region [data_area],high_physical_content @ map (whole.visualization) [+] | text_overlaid_on_geography @ text_labels (text.label) [+] | complex_geographic_shapes @ geographic_shapes (structure.region) [+] | wide_color_range @ color_scheme (property.color) [+] | dark_green_color @ dark_green_region (structure.region) [-] | harsh_red_color @ red_region (structure.region) [+],text_labels(text.label) --overlaps_with--> geographic_shapes(structure.region) [+] | red_region(structure.region) --differentiates(raw:contrasts_with)--> dark_green_region(structure.region) [+] | color_scheme(property.color) --increases_effort(raw:increases_cognitive_load_of)--> map(whole.visualization) [+]
