imageName,imageURL,VisType,NormalizedVC,ConfusingSource,rawUserComments,UniqueTopics,CuratedUniqueTopics,CuratePhrasesMore/LessComplex,humanCuratedPhrases,originalSentiments,UniqueSubTopics,allStems,visual_objects,visual_attributes,visual_predicates,unmatched_stems,oar_B_synset_objects
whoK27_2.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/whoK27_2.png,Line,0.38,,short cryptic labels; There is text and something to process; because of the metrics it reprents; the date is clearer and easy to identificate,Visual Encoding Clarity; Semantics / Text Legibility; Schema; Immediacy / Cognitive Load,,text; something to process; metric it represents; clearer; easy to identificate; short cryptic labels,clear colors/shapes; metric representation; unclear relation between words; word/text/sentence; easy to identify/extract/find features; take longer to interpret,(+) (-); (+); (+); (-); (-); (+),Encoding Interpretability; Domain Familiarity; Semantic Clarity; Text Volume & Content; Interpretive Difficulty; Processing Time & Effort,text; process; metric; represent; clear; easy; identificate; short; cryptic; label,text (annotation); process (quantity_reference); label (chart_component),clear (readability); easy (readability),represent (semantic); label (semantic),"metric (unclustered); identificate (rare, 1 image); short (rare, 1 image); cryptic (rare, 1 image)",visualization (whole); label (text); encoding (property); legend (furniture)
InfoVisC.65.4.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisC.65.4.png,Node-link,0.38,,Small arrows make things hard to read so it become more complex,Visual Encoding Clarity; Immediacy / Cognitive Load,,Small arrows; hard to read,shapes and lines; hard to interpret/read/understand/differentiate,(+); (+),Graphical Forms & Primitives; Interpretive Difficulty,small; arrow; hard; read,arrow (mark),small (size_density); hard (readability),read (cognitive),,symbol (mark); visualization (whole)
VASTJ.151.12.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTJ.151.12.png,Point,0.38,,The circle graphs look less important than the bar graphs,Schema; Aesthetics Uncertainty,,circle graphs; look less important,"a specific technique, e.g., bar, pie, circle; not intuitive/simple data",(+) (-); (-),Domain Familiarity; Visual Disorganization,circle; graph; look; important,circle (mark); graph (chart_type),,,"look (filtered, 16 images); important (rare, 1 image)",visualization (whole); element (mark)
InfoVisJ.621.6(2).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.621.6(2).png,Text,0.38,,would understand the image; The words and number in the alternative image were so familiar to me.,Semantics / Text Legibility; Schema,,words and number; familiar to me,words and numbers; familiar representation,(-); (-),Text Volume & Content; Domain Familiarity,word; number; familiar,word (annotation); number (quantity_reference),familiar (familiarity),,,label (text); number (content)
vis630.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/vis630.png,Area,0.39,,More words. Brighter colours.,"Semantics / Text Legibility; Color, Symbol, and Texture Details",,More words; Brighter colors,more texts/words; bright colors,(+); (+),Text Volume & Content; Color Palette & Contrast,word; bright; color,word (annotation); color (perceptual_element),,,bright (unclustered),label (text); color (property)
InfoVisJ.1054.3.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.1054.3.png,Area,0.39,,,"Semantics / Text Legibility; Color, Symbol, and Texture Details",,Numbers of entities; Information density; Numbers of colors; Readability,readability; amount of / too many colors,(+); (+); (+); (-),Typography & Readability; Color Palette & Contrast,number; entity; information; density; color; readability,number (quantity_reference); entity (data_element); entity (quantity_reference); information (cognitive_element); density (data_element); density (quantity_reference); color (perceptual_element); readability (quantity_reference),readability (readability),,,visualization (whole); data (content); color (property); label (text)
InfoVisC.103.4.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisC.103.4.png,Node-link,0.39,,"Easy to understand, comfortable for the eyes; informative",Immediacy / Cognitive Load,,Easy to understand; comfortable for the eyes,easy to interpret/read/understand,(-); (-),Interpretive Difficulty,easy; understand; comfortable; eye,,easy (readability),understand (cognitive),"comfortable (rare, 1 image); eye (unclustered)",visualization (whole)
InfoVisC.65.3(2).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisC.65.3(2).png,Node-link,0.39,,whilst the other is a simple picture of numbers,Semantics / Text Legibility,,picture of numbers,amount of words/context/numbers,(-),Text Volume & Content,picture; number,picture (chart_type); number (quantity_reference),,,,number (content)
v486_n7401_7_f1.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/v486_n7401_7_f1.png,Point,0.39,,"a basic graph with two or three data points. In comparison to earth and all it's detail, politics, geography, it is lacking.",Data Density / Image Clutter; Schema,,all it's detail; two or three data points; basic graph; earth; geography,"little data/info; more detailed/things; a specific domain; a specific technique; domain-specific concepts (e.g., chemical, biology, map)",(-); (-); (-); (-); (-),Information Volume; Domain Familiarity,detail; datum; point; basic; graph; earth; geography,detail (cognitive_element); datum (data_element); point (mark); graph (chart_type),,,"basic (rare, 1 image); earth (unclustered); geography (unclustered)",visualization (whole); point (mark); region (structure)
InfoVisC.73.6.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisC.73.6.png,Text,0.39,lack of information to derive meaning.,"cluter on screen; text; The left image seems simpler, with just text changing fonts and lines.; dark green; Volume of information Time to evaluate context Spread of information on the image Data interpretation; harder to understand; this one has text; I do recognize a few of the words there when I briefly glanced it; however, I am not sure what it means or what it is used for.","Data Density / Image Clutter; Visual Encoding Clarity; Semantics / Text Legibility; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",,Spread of information; Volume of information; text; harder to understand; dark green; cluter on screen; has text; changing fonts; lines; a few of the words; not sure what it is used for; not sure what it means,dense/cluttered data/info; many/more data/info; much/more data/info/info spread; lines; different font/word sizes/structure; title/axis/label/descriptions; word/text/sentence; unclear coloring; more difficult to interpret/read/understand/differentiate; unclear meaning/confusing,(+) (-); (+) (-); (+) (-); (+) (-); (+) (-); (+); (+); (-); (+) (-); (-); (-); (-),Visual Clutter & Overlap; Element Quantity; Information Volume; Graphical Forms & Primitives; Typography & Readability; Annotations & Labels; Text Volume & Content; Color Palette & Contrast; Interpretive Difficulty; Semantic Clarity,spread; information; volume; text; hard; understand; dark; green; cluter; screen; change; font; line; word; sure; mean,spread (data_element); spread (quantity_reference); information (cognitive_element); volume (quantity_reference); text (annotation); font (annotation); line (mark); word (annotation),spread (quantity_descriptor); volume (quantity_descriptor); hard (readability); dark (color); green (color),spread (spatial); understand (cognitive); mean (semantic),"cluter (unclustered); screen (unclustered); change (unclustered); sure (in vocab, excluded)",visualization (whole); label (text); line (mark); color (property); font_style (property)
VisC.147.8(2).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisC.147.8(2).png,Grid,0.4,lack of information to derive meaning.,I have no idea what the symbol and shading is about.,"Color, Symbol, and Texture Details",,symbol and shading,symbols and shading,(+),Symbols & Texture,symbol; shade,symbol (annotation); symbol (quantity_reference); shade (perceptual_element),,,,symbol (mark); color (property)
VASTJ.432.7.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTJ.432.7.png,Line,0.4,,very straight forward therefore has a low level of complexity,Immediacy / Cognitive Load,,very straight forward,intuitive,(-),Interpretive Difficulty,straight; forward,,straight (structure),,"forward (rare, 1 image)",visualization (whole)
InfoVisJ.1247.14.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.1247.14.png,Line,0.4,,Two different axes and an additional key shown to add extra clutter to the diagram.,Semantics / Text Legibility,,Two different axes; an additional key,title/axis/label/descriptions; with legend,(+); (+),Annotations & Labels,different; axis; additional; key,axis (chart_component); key (chart_component); key (quantity_reference),different (structure); key (information_quality),,"additional (rare, 1 image)",axes (furniture); legend (furniture)
InfoVisC.65.3.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisC.65.3.png,Node-link,0.4,,The numbers and lines do not make sense nor do I know the context so they seem to be a bit more complicated which is why I chose that one.,Visual Encoding Clarity; Semantics / Text Legibility; Schema; Immediacy / Cognitive Load,,lines do not make sense; numbers do not make sense; do not know the context; a bit more complicated; do not make sense,indistinguishable/unintuitive lines; lack of/not enough axis labels/legend/annotations/context; no context or reference; more complicated; not interpretable/readable/understandable,(+); (+) (-); (+); (+); (+),Graphical Forms & Primitives; Annotations & Labels; Domain Familiarity; Interpretive Difficulty,line; sense; number; know; context; bit; complicated,line (mark); sense (cognitive_element); number (quantity_reference); context (cognitive_element); context (quantity_reference); bit (quantity_reference),sense (cognitive); complicated (complexity),make sense (cognitive); know (cognitive),,line (mark); number (content); visualization (whole)
VisC.375.9(2).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisC.375.9(2).png,Node-link,0.4,,in the right one you can clearly see the 2 point of each element,Visual Encoding Clarity; Immediacy / Cognitive Load,,the 2 point of each element; clearly see,shape position; easy to interpret/read/understand,(-); (-),"Position, Scale & Organization; Interpretive Difficulty",point; element; clearly,point (mark); element (domain_object),clearly (readability),,,data (content); point (mark)
SciVisJ.728.4(2).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.728.4(2).png,Glyph,0.41,lack of context to derive meaning.,I saw that this is visually complex because it was dark and black and no one knows whats hidden,"Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",,dark and black; no one knows whats hidden; visually complex,unknown hidden content; black-to-white/color gradient; complicated to process,(+); (+); (+),Domain Familiarity; Color Palette & Contrast; Interpretive Difficulty,dark; black; know; hide; visually; complex,,dark (color); black (color); complex (complexity),know (cognitive),"hide (rare, 1 image); visually (in vocab, excluded)",visualization (whole); region (structure); detail (content)
