image,sceneGraph,imageName,imageURL,VisType,mentioningColor,context,NormalizedVC,ConfusingSource,rawUserComments,UniqueTopics,CuratedUniqueTopics,CuratePhrasesMore/LessComplex,humanCuratedPhrases,originalSentiments,allStems,visual_objects,visual_attributes,visual_predicates,unmatched_stems,originalStems,objectWords,actionWords,originalStemPOS,oar_B_synset_objects,UniqueSubTopics,UniqueSubTopicsCount,UniqueTopicsCount,oar_B_synset_attributes,oar_B_synset_relationships
,,InfoVisJ.2412.7(2).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.2412.7(2).png,Schematic,,,0.36,,The image with the circle and the word source is much easier than the other one. The image with the circle is very simple and not difficult to see at all.,Visual Encoding Clarity; Semantics / Text Legibility; Immediacy / Cognitive Load,,very simple; not difficult to see at all; the word source; much easier,shapes and lines; word source; easier to interpret/read/understand; easier to see/tell/visualize,(-); (-); (-); (-),simple; difficult; word; source; easy,word (annotation),simple (complexity); difficult (readability); easy (readability),,"source (rare, 1 image)",simple; difficult; word; easy,word; source,,ADJ; ADJ; NOUN; ADJ,,Graphical Forms & Primitives; Text Volume & Content; Interpretive Difficulty,,,,
,,whoQ26.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/whoQ26.png,Area,,1.0,0.37,,"Non-highlighted image also resembles a familiar geographic shape so it is easier to interpret.; The map is easily recognizable and straightforward at showing where things are. It looks simpler, with no more than three colors.; an easy to read map for the image; Again, I am not familiar with the world map, let alone the closer map you are showing in the picture, so therefore it seemed more complicated to me.; i like maps better; A charted map with points of interest, regions, and a key on the top.","Visual Encoding Clarity; Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",,familiar geographic shape; easier to interpret; not familiar; world map; seemed more complicated; map; easy to read map; easily recognizable; straightforward at showing where things are.; no more than three colors; maps; points of interest; regions; key on the top; charted map,"clear indication; regions; shape point of interest; legend on the top; domain-specific concepts (e.g., chemical, biology, map); familiar representation; unfamiliar concepts/patterns; inadequate/few coloring; easier to interpret/read/understand; easy to interpret/read/understand; more complicated",(-); (-); (+); (+) (-); (+); (+) (-); (-); (-); (-); (-); (-); (+); (+); (+); (+),familiar; geographic; shape; easy; interpret; world; map; complicated; read; easily; recognizable; straightforward; show; thing; color; point; interest; region; key; chart,world map (chart_type); shape (mark); shape (perceptual_element); world (domain_object); map (chart_type); color (perceptual_element); point (mark); interest (quantity_reference); region (domain_object); key (chart_component); key (quantity_reference); chart (chart_type),familiar (familiarity); easy (readability); complicated (complexity); easily (readability); recognizable (familiarity); straightforward (complexity); key (information_quality),shape (evaluative); interpret (cognitive); read (cognitive); show (semantic),"geographic (rare, 1 image); thing (unclustered)",familiar; geographic; shape; easy; interpret; world; map; complicated; read; easily; recognizable; straightforward; show; thing; color; point; interest; region; key; chart,shape; world; map; thing; color; point; interest; region; key,interpret; read; show; chart,ADJ; ADJ; NOUN; ADJ; VERB; NOUN; NOUN; ADJ; VERB; ADV; ADJ; ADJ; VERB; NOUN; NOUN; NOUN; NOUN; NOUN; NOUN; VERB,visualization (whole); color (property); legend (furniture); point (mark); region (structure),Semantic Clarity; Graphical Forms & Primitives; Encoding Interpretability; Annotations & Labels; Domain Familiarity; Color Palette & Contrast; Interpretive Difficulty,,,familiar_geographic_shape (visualization); easily_recognizable (visualization); easy_to_read (visualization); straightforward_spatial_encoding (visualization); seemed_more_complicated (visualization); not_familiar_to_some (visualization); no_more_than_three_colors (color); key_positioned_at_top (legend); multiple_points_of_interest (point); distinct_regions_shown (region),point --overlaid_on--> visualization; region --partitions--> visualization; color --encodes--> region
,,wsj511.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/wsj511.png,Area,,,0.37,,In the image on the right you can see at a glance all the data as drawn and it is clearer to me.,Visual Encoding Clarity; Immediacy / Cognitive Load,,clearer; can see at a glance,clear colors/shapes; easy to interpret/read/understand,(-); (-),clear; glance,a glance (quantity_reference),clear (readability),,"glance (in vocab, excluded)",clear; glance,glance,,ADJ; NOUN,visualization (whole); region (structure),Encoding Interpretability; Interpretive Difficulty,,,visually_clear_layout (visualization); low_cognitive_load (visualization); quickly_interpretable (region),visualization --enables_at_a_glance_reading--> region
,,InfoVisJ.659.6.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.659.6.png,Line,,,0.37,,The orange although not greatly more complex takes more time to understand,Immediacy / Cognitive Load,,more time to understand,take longer to interpret,(+),time; understand,more time (quantity_reference),more time (temporal); time (temporal),understand (cognitive),,time; understand,time,understand,NOUN; VERB,visualization (whole),Processing Time & Effort,,,requires_extended_interpretation_time (visualization),
,,VisC.61.10(2).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisC.61.10(2).png,Node-link,,,0.37,,can easily deduce what the chart is trying to tell you,Immediacy / Cognitive Load,,can easily deduce,easy to interpret/read/understand,(-),easily; deduce,,easily (readability),,"deduce (rare, 1 image)",easily; deduce,,deduce,ADV; VERB,visualization (whole),Interpretive Difficulty,,,easily_deducible_content (visualization),
,,VASTJ.51.7.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTJ.51.7.png,Point,,,0.37,,,Immediacy / Cognitive Load,,Initial (intuitive) attractiveness to actually delve into the image and analyze it; Expected time and cognitive load to understand the logic of presentation; Expected time and cognitive load to understand the key takeaway of/ key patterns suggested by the image (separating information from noise); Expected time and cognitive load to understand the majority of information in the image (separating information from noise),intuitive; more effort/reading/detailed analysis; take longer to interpret,(-); (+); (+); (+),initial; intuitive; attractiveness; actually; delve; image; analyze; expect; time; cognitive; load; understand; logic; presentation; key; takeaway; of/; pattern; suggest; separate; information; noise; majority,cognitive load (quantity_reference); the image (quantity_reference); image (chart_type); load (quantity_reference); logic (cognitive_element); key (chart_component); key (quantity_reference); pattern (layout_component); pattern (quantity_reference); information (cognitive_element); noise (quantity_reference),cognitive load (complexity); cognitive load (cognitive); intuitive (familiarity); time (temporal); cognitive (cognitive); logic (cognitive); key (information_quality); separate (structure),analyze (cognitive); expect (evaluative); understand (cognitive); separate (spatial); separate (structural),initial (unclustered); attractiveness (unclustered); actually (unclustered); delve (unclustered); presentation (unclustered); takeaway (unclustered); of/ (unclustered); suggest (unclustered); majority (unclustered),intuitive; attractive; image; analyze; time; understand; logic; present; key; pattern; separate; information; noise,attractiveness; image; time; load; logic; presentation; takeaway; pattern; information; noise; majority,delve; analyze; expect; understand; suggest; separate,ADJ; ADJ; NOUN; VERB; NOUN; VERB; NOUN; VERB; NOUN; NOUN; VERB; NOUN; NOUN,visualization (whole); layout (structure); pattern (structure); data (content),Interpretive Difficulty; Processing Time & Effort,,,initially_visually_attractive (visualization); invites_deeper_analysis (visualization); high_cognitive_load_to_decode (layout); complex_presentation_logic (layout); difficult_signal_noise_separation (pattern); high_information_processing_effort (data),visualization --requires_extended_time_to_understand--> layout; visualization --obscures_key_takeaway_within--> pattern; data --demands_effort_to_extract_from--> pattern
,,visMost97.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/visMost97.png,Area,,0.0,0.38,,"uses common knowledge, is easy to understand, has distinguished/distinctive colors, and presents simple information.","Data Density / Image Clutter; Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",,common knowledge; distinguished/distinctive colors; simple information; easy to understand,simple information; familiar representation; color variety/arrangement/distribution; easy to interpret/read/understand,(-); (-); (-); (+) (-),common; knowledge; distinguish; distinctive; color; simple; information; easy; understand,color (perceptual_element); information (cognitive_element),distinctive (structure); simple (complexity); easy (readability),distinguish (structural); understand (cognitive),"common (unclustered); knowledge (rare, 1 image)",common; knowledge; distinguish; distinct; color; simple; information; easy; understand,knowledge; color; information,distinguish; understand,ADJ; NOUN; VERB; ADJ; NOUN; ADJ; NOUN; ADJ; VERB,visualization (whole); color (property); data (content),Information Volume; Domain Familiarity; Color Palette & Contrast; Interpretive Difficulty,,,simple_information (data); common_knowledge_domain (data); distinguished_distinctive_colors (color); easy_to_understand (visualization),data --requires_minimal_cognitive_load--> visualization
,,v486_n7403_11_f2.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/v486_n7403_11_f2.png,Area,,,0.38,,the data being visualized is more difficult to parse,Immediacy / Cognitive Load,,difficult to parse,hard to identify/extract/find features,(+),difficult; parse,,difficult (readability),,"parse (rare, 1 image)",difficult; parse,,parse,ADJ; VERB,visualization (whole),Interpretive Difficulty,,,difficult_to_parse (visualization),
,,treasuryL11_2.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/treasuryL11_2.png,Area,,,0.38,,The ease of reading the graph,Immediacy / Cognitive Load,,ease of reading,easy to interpret/read/understand,(-),ease; read,ease (quantity_reference),,read (cognitive),,ease; read,ease,read,NOUN; VERB,visualization (whole),Interpretive Difficulty,,,easy_to_read (visualization),
,,VisC.255.7.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisC.255.7.png,Cont.-ColorPatn,,,0.38,lack of information to derive meaning.,"I don't even know what I would call the thing on the right, is it even a graph?",Immediacy / Cognitive Load,,I don't even know,not interpretable/readable/understandable,(+),know,,,know (cognitive),,know,,know,VERB,visualization (whole),Interpretive Difficulty,,,highly_confusing_content (visualization),
,,whoK27_2.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/whoK27_2.png,Line,,,0.38,,short cryptic labels; There is text and something to process; because of the metrics it reprents; the date is clearer and easy to identificate,Visual Encoding Clarity; Semantics / Text Legibility; Schema; Immediacy / Cognitive Load,,text; something to process; metric it represents; clearer; easy to identificate; short cryptic labels,clear colors/shapes; metric representation; unclear relation between words; word/text/sentence; easy to identify/extract/find features; take longer to interpret,(+) (-); (+); (+); (-); (-); (+),text; process; metric; represent; clear; easy; identificate; short; cryptic; label,text (annotation); process (quantity_reference); label (chart_component),clear (readability); easy (readability),represent (semantic); label (semantic),"metric (unclustered); identificate (rare, 1 image); short (rare, 1 image); cryptic (rare, 1 image)",text; process; metric; represent; clear; easy; identificate; short; cryptic; label,text; label,process; represent; identificate,NOUN; VERB; ADJ; VERB; ADJ; ADJ; VERB; ADJ; ADJ; NOUN,visualization (whole); label (text); encoding (property); legend (furniture),Encoding Interpretability; Domain Familiarity; Semantic Clarity; Text Volume & Content; Interpretive Difficulty; Processing Time & Effort,,,short_cryptic_labels (label); text_requires_processing (label); metric_meaning_unclear (encoding); relatively_clear_layout (visualization); easy_to_identify_elements (visualization),label --partially_offset_by_clarity_of--> legend
